zipcode;lat;long;month;price;floors;bedrooms;bathrooms;sqft_lot;sqft_living;basement;sqft_basement;sqft_above;yr_built;renovated;yr_renovated;condition;view;waterfront;grade
98027;47.5642;-122.126;2014-06;963000;2.0;Four;Four;6603;3280;False;;3280;2007;False;;3;0;False;10
98027;47.5644;-122.093;2014-05;555000;2.0;Three;Three;3211;1940;False;;1940;2009;False;;3;0;False;8
98027;47.5644;-122.093;2014-08;555000;2.0;Three;Three;3211;1940;False;;1940;2009;False;;3;0;False;8
98027;47.5644;-122.092;2014-06;620000;2.0;Four;Three;7683;1910;False;;1910;1987;False;;3;0;False;8
98027;47.5645;-122.082;2015-02;1280000;2.0;Five or more;Three;9500;3400;False;;3400;1977;False;;4;1;False;8
98027;47.5647;-122.092;2014-06;535000;2.0;Three;Three;9626;1690;False;;1690;1984;False;;3;0;False;8
98027;47.5647;-122.09;2014-07;588000;2.0;Four;Two;7344;2580;False;;2580;1977;False;;3;0;False;8
98027;47.5652;-122.089;2015-04;685000;1.0;Three;Three;10175;2520;True;890.0;1630;1979;False;;3;0;False;8
98027;47.5654;-122.092;2014-05;618080;2.0;Three;Three;6500;2030;False;;2030;1988;False;;3;0;False;8
98027;47.5656;-122.093;2015-04;835000;1.0;Three;One;30166;3060;False;;3060;1959;False;;5;0;False;8
98027;47.5659;-122.089;2014-09;580000;1.0;Four;Two;7700;2610;True;910.0;1700;1977;False;;3;0;False;8
98027;47.5672;-122.09;2014-07;638150;1.0;Four;Three;7275;2170;True;350.0;1820;1978;False;;3;0;False;8
98027;47.5677;-122.086;2015-04;680000;2.0;Three;Two;9914;2300;False;;2300;1980;False;;4;0;False;8
98027;47.5678;-122.089;2015-01;757500;2.0;Five or more;Two;8065;3160;False;;3160;1977;False;;3;0;False;8
98027;47.5683;-122.091;2014-06;599990;1.0;Three;Two;9162;2680;True;1110.0;1570;1978;False;;3;0;False;8
98027;47.5688;-122.087;2014-05;627000;1.0;Four;Two;7712;1990;True;780.0;1210;1973;False;;3;0;False;8
98027;47.5688;-122.087;2015-04;559500;1.0;Four;Two;7088;1650;False;;1650;1973;False;;3;0;False;8
98027;47.569;-122.086;2014-12;525000;1.0;Four;Two;7307;1580;True;420.0;1160;1973;False;;3;0;False;8
98027;47.5695;-122.087;2014-12;501000;1.0;Two;Two;7523;1810;True;640.0;1170;1962;True;1980.0;3;0;False;8
98027;47.5696;-122.09;2014-12;2600000;2.0;Four;Five or more;12195;5270;True;1870.0;3400;1979;False;;3;4;True;11
98027;47.5699;-122.092;2014-08;900000;2.0;Four;Three;11468;3690;False;;3690;1987;False;;3;0;False;11
98027;47.5717;-122.12;2014-07;580000;1.0;Three;Three;18750;3200;True;540.0;2660;1967;True;1996.0;2;0;False;9
98028;47.7325;-122.245;2014-05;389000;1.0;Five or more;Two;10750;2330;True;1140.0;1190;1962;False;;4;0;False;7
98028;47.7333;-122.246;2014-09;383000;1.0;Four;Two;11090;1830;True;770.0;1060;1962;False;;3;0;False;7
98028;47.7335;-122.227;2014-11;300000;1.0;Three;One;12300;970;False;;970;1982;False;;3;0;False;7
98028;47.7336;-122.232;2015-03;595000;2.0;Three;Three;6677;2550;False;;2550;2002;False;;3;0;False;8
98028;47.7338;-122.234;2015-04;600000;2.0;Three;Three;8345;3530;False;;3530;2006;False;;3;0;False;10
98028;47.7341;-122.242;2014-08;440000;1.0;Four;Three;10880;2300;True;1110.0;1190;1961;False;;4;0;False;7
98028;47.7341;-122.237;2014-10;333500;1.0;Three;Two;7200;1320;False;;1320;1977;False;;4;0;False;7
98028;47.7341;-122.234;2014-11;659950;2.0;Three;Three;9413;2990;False;;2990;2006;False;;3;0;False;10
98028;47.7343;-122.22;2014-07;351000;1.0;Three;One;10518;1160;False;;1160;1960;False;;3;0;False;7
98028;47.7344;-122.246;2014-08;483000;1.0;Three;Two;10454;2110;True;670.0;1440;1978;False;;4;0;False;8
98028;47.7346;-122.244;2015-02;295000;1.0;Four;Two;11934;1400;True;350.0;1050;1961;False;;3;0;False;7
98028;47.7347;-122.236;2014-06;505000;2.0;Three;Three;5957;2340;False;;2340;1995;False;;3;0;False;8
98028;47.7347;-122.226;2014-07;450000;2.0;Three;Three;12793;1990;False;;1990;1993;False;;3;0;False;8
98028;47.7349;-122.238;2014-11;570000;2.0;Four;Three;5801;2890;False;;2890;2005;False;;3;0;False;9
98028;47.735;-122.244;2015-04;515000;2.0;Four;Three;9248;1850;False;;1850;1997;False;;3;0;False;8
98028;47.7352;-122.232;2014-05;342400;2.0;Three;Two;9630;1180;False;;1180;1986;False;;3;0;False;7
98028;47.7352;-122.223;2014-06;594000;2.0;Four;Three;4613;2720;False;;2720;2005;False;;3;0;False;9
98028;47.7353;-122.222;2014-06;515000;2.0;Three;Three;4506;2600;False;;2600;2003;False;;3;0;False;8
98028;47.7355;-122.231;2014-05;335000;1.0;Three;One;10050;1060;False;;1060;1967;False;;4;0;False;7
98028;47.7355;-122.224;2014-05;511000;2.0;Three;Three;4883;1820;False;;1820;2005;False;;3;0;False;9
98028;47.736;-122.231;2014-08;367500;1.0;Three;One;10050;1570;False;;1570;1963;False;;3;0;False;7
98028;47.7361;-122.234;2014-10;519900;2.0;Four;Three;6172;2403;False;;2403;1999;False;;3;0;False;9
98028;47.7362;-122.241;2015-04;506000;1.0;Four;Two;12000;2040;True;740.0;1300;1963;False;;4;0;False;7
98028;47.7363;-122.254;2014-10;535000;1.0;Four;Three;15008;2360;True;440.0;1920;1986;False;;3;0;False;9
98028;47.7365;-122.242;2014-06;418800;1.0;Four;Two;9984;2100;True;810.0;1290;1973;False;;4;0;False;7
98028;47.7366;-122.233;2015-01;275000;2.0;Two;Three;5995;1340;False;;1340;1989;False;;3;0;False;7
98028;47.7368;-122.232;2015-03;637000;2.0;Four;Three;5803;2900;False;;2900;2007;False;;3;0;False;9
98028;47.7368;-122.231;2015-02;600000;2.0;Four;Three;5803;2950;False;;2950;2007;False;;3;0;False;9
98028;47.737;-122.243;2014-05;365000;1.0;Three;Two;12240;1300;False;;1300;1963;False;;3;0;False;7
98028;47.737;-122.225;2015-04;406000;1.0;Three;Two;6017;1270;True;240.0;1030;1990;False;;4;0;False;7
98028;47.7372;-122.223;2014-07;515000;2.0;Three;Three;7200;2010;False;;2010;1994;False;;3;0;False;8
98028;47.7373;-122.241;2014-05;379900;1.0;Four;Two;11600;1500;True;500.0;1000;1955;False;;4;0;False;7
98028;47.7376;-122.242;2014-08;400000;2.0;Three;Two;11040;1740;False;;1740;1980;False;;3;0;False;8
98028;47.7378;-122.248;2015-02;570000;2.0;Four;Three;7910;2590;False;;2590;2003;False;;3;0;False;9
98028;47.7379;-122.248;2015-04;535000;2.0;Three;Three;6263;2390;False;;2390;2003;False;;3;0;False;9
98028;47.7379;-122.233;2015-02;180000;1.0;Two;One;10000;770;False;;770;1933;False;;3;0;False;6
98028;47.7379;-122.224;2014-05;415000;2.0;Four;Three;9548;1830;False;;1830;1991;False;;3;0;False;7
98028;47.738;-122.235;2014-10;546200;2.0;Three;Three;6607;2678;False;;2678;1998;False;;3;0;False;9
98028;47.7381;-122.223;2014-08;390000;1.0;Three;Three;10113;1690;True;380.0;1310;1991;False;;3;0;False;7
98028;47.7382;-122.264;2014-09;825000;2.0;Four;Three;14219;4110;True;1540.0;2570;1979;False;;4;2;False;10
98028;47.7385;-122.25;2014-07;255000;2.5;Three;Three;1116;1530;False;;1530;2005;False;;3;0;False;7
98028;47.7386;-122.238;2014-06;576000;2.0;Four;Three;28405;2440;False;;2440;2002;False;;3;0;False;8
98028;47.7386;-122.235;2014-05;580000;2.0;Four;Three;6268;2840;False;;2840;1998;False;;3;0;False;9
98028;47.7389;-122.221;2015-01;695000;2.0;Four;Three;11393;3010;False;;3010;2005;False;;3;0;False;8
98028;47.739;-122.264;2014-10;830000;2.0;Three;Three;11287;2760;True;760.0;2000;1991;False;;3;3;False;10
98028;47.739;-122.253;2014-05;379950;1.0;Three;Two;9144;1690;True;550.0;1140;1956;False;;4;0;False;7
98028;47.739;-122.249;2015-03;345000;1.0;Four;One;18150;2020;False;;2020;1955;False;;4;0;False;7
98028;47.739;-122.243;2014-05;425000;1.0;Four;Three;9545;1680;True;600.0;1080;1979;False;;4;0;False;7
98028;47.7391;-122.256;2014-07;375000;1.0;Three;One;11250;1610;True;520.0;1090;1975;False;;3;0;False;7
98028;47.7391;-122.241;2014-06;368000;1.0;Three;Two;10800;1710;False;;1710;1958;False;;4;0;False;7
98028;47.7391;-122.241;2015-01;322968;1.0;Five or more;Two;9600;1890;False;;1890;1960;False;;4;0;False;7
98028;47.7393;-122.244;2014-12;420000;1.0;Three;Two;9800;1800;True;500.0;1300;1959;False;;4;0;False;7
98028;47.7394;-122.252;2014-06;300000;1.0;Three;Two;8911;1590;False;;1590;1956;False;;3;0;False;7
98028;47.7394;-122.252;2014-09;450000;1.0;Three;Two;9711;1440;True;300.0;1140;1956;False;;3;0;False;7
98028;47.7396;-122.256;2014-07;375000;1.0;Four;Two;9225;2190;True;940.0;1250;1959;False;;4;0;False;7
98028;47.7396;-122.247;2015-01;475000;1.0;Four;Two;8775;1910;True;700.0;1210;1956;False;;3;0;False;7
98028;47.7397;-122.259;2014-07;485000;1.0;Four;Three;10603;2420;True;1210.0;1210;1958;False;;5;0;False;7
98028;47.7397;-122.242;2014-08;405000;1.0;Three;Two;18000;1740;True;510.0;1230;1989;False;;3;0;False;7
98028;47.7397;-122.224;2015-01;550000;2.0;Four;Three;4534;3650;True;710.0;2940;2014;False;;3;0;False;7
98028;47.7399;-122.234;2014-05;520000;2.0;Four;Three;11446;3290;False;;3290;1992;False;;3;0;False;8
98028;47.7401;-122.258;2014-07;390000;1.0;Three;Three;12240;1950;True;700.0;1250;1956;False;;3;0;False;7
98028;47.7401;-122.249;2015-05;480000;1.0;Three;Two;15000;1820;True;340.0;1480;1978;False;;3;0;False;7
98028;47.7401;-122.226;2014-08;564950;2.0;Four;Three;4521;2990;False;;2990;2014;False;;3;0;False;7
98028;47.7402;-122.255;2015-05;415000;1.0;Three;Two;9046;1740;False;;1740;1956;False;;3;0;False;7
98028;47.7403;-122.256;2014-11;396000;1.0;Three;Two;8280;1300;False;;1300;1956;False;;5;0;False;7
98028;47.7405;-122.241;2015-04;330000;1.0;Two;One;10000;1220;False;;1220;1950;False;;5;0;False;7
98028;47.7407;-122.226;2014-09;550000;2.0;Four;Three;7539;2470;False;;2470;2006;False;;3;0;False;9
98028;47.7408;-122.236;2014-09;350000;1.0;Three;Two;9929;1840;True;640.0;1200;1987;False;;3;0;False;7
98028;47.741;-122.256;2015-02;526750;1.0;Five or more;Three;10700;2270;True;700.0;1570;1963;False;;4;0;False;8
98028;47.741;-122.234;2014-08;309500;1.0;Three;Two;13560;1340;False;;1340;1968;False;;3;0;False;7
98028;47.7412;-122.256;2014-10;692500;1.0;Three;Two;9900;3420;True;1710.0;1710;1963;True;2004.0;3;0;False;9
98028;47.7413;-122.259;2014-07;450000;1.0;Three;Two;13775;1400;False;;1400;1963;False;;3;0;False;8
98028;47.7418;-122.244;2014-05;400000;1.0;Four;Two;12056;1670;False;;1670;1955;False;;3;0;False;7
98028;47.7422;-122.257;2014-11;599950;1.0;Five or more;Two;13292;2680;True;1340.0;1340;1976;False;;3;0;False;8
98028;47.7422;-122.245;2014-07;605000;1.0;Four;Two;48788;2940;True;1420.0;1520;1961;False;;5;0;False;7
98028;47.7424;-122.263;2014-06;1120000;1.0;Five or more;Three;18500;4400;True;2150.0;2250;1963;False;;5;3;False;9
98028;47.7425;-122.241;2014-11;375000;1.0;Three;Two;9750;1640;False;;1640;1959;False;;3;0;False;7
98028;47.7425;-122.23;2014-09;315000;1.0;Three;One;9497;1070;False;;1070;1955;False;;3;0;False;7
98028;47.7428;-122.244;2015-03;306000;1.0;Three;One;10350;1190;False;;1190;1959;False;;4;0;False;7
98028;47.7428;-122.231;2014-06;374500;2.0;Three;Two;11400;1400;False;;1400;1984;False;;3;0;False;8
98028;47.7432;-122.248;2014-12;356500;1.0;Four;Two;9670;1570;True;400.0;1170;1959;False;;3;0;False;7
98028;47.7433;-122.259;2014-05;460000;1.0;Three;Two;10450;2350;True;960.0;1390;1977;False;;3;0;False;8
98028;47.7433;-122.229;2014-05;390000;2.0;Three;Three;10800;2240;False;;2240;1996;False;;3;0;False;8
98028;47.7434;-122.263;2014-11;1600000;1.0;Three;Two;23065;3370;True;1450.0;1920;1980;False;;3;4;True;10
98028;47.7434;-122.242;2015-04;446000;1.0;Three;Two;9998;1460;True;500.0;960;1958;False;;3;0;False;7
98028;47.7438;-122.247;2015-04;400000;1.0;Four;Two;12875;1770;False;;1770;1988;False;;3;0;False;8
98028;47.7438;-122.246;2014-09;518000;2.0;Four;Three;9750;2160;False;;2160;1983;False;;3;0;False;8
98028;47.7438;-122.229;2015-04;479900;1.0;Four;Two;9750;2510;True;880.0;1630;1960;False;;3;0;False;8
98028;47.7439;-122.262;2015-03;700000;2.0;Three;Two;13000;1990;False;;1990;1980;False;;3;3;False;9
98028;47.7439;-122.242;2014-09;280000;1.0;Three;One;9605;1720;True;860.0;860;1969;False;;3;0;False;7
98028;47.7439;-122.228;2014-05;270000;1.0;Three;One;8209;1830;False;;1830;1942;False;;3;0;False;7
98028;47.7443;-122.26;2014-10;618000;2.0;Three;Three;12682;3200;False;;3200;1977;False;;3;1;False;9
98028;47.7443;-122.228;2014-12;490000;2.0;Four;Three;37451;2242;False;;2242;1995;False;;3;0;False;8
98028;47.7443;-122.22;2014-05;513000;2.0;Four;Three;5684;2000;False;;2000;1996;False;;3;0;False;8
98028;47.7445;-122.248;2014-08;428040;2.0;Three;Three;9266;2150;False;;2150;1988;False;;3;0;False;8
98028;47.7446;-122.249;2014-10;509000;1.0;Four;Three;9355;2600;True;760.0;1840;1983;False;;3;0;False;9
98028;47.7449;-122.223;2014-06;630000;2.0;Four;Three;9430;2807;False;;2807;1996;False;;3;0;False;8
98028;47.745;-122.229;2015-02;476000;1.0;Four;Two;17541;2340;True;980.0;1360;1956;False;;4;0;False;7
98028;47.745;-122.224;2014-07;650000;2.0;Four;Three;5576;2860;False;;2860;2004;False;;3;0;False;8
98028;47.7452;-122.224;2014-08;485000;1.0;Five or more;Two;14100;2460;True;1080.0;1380;1972;False;;3;0;False;7
98028;47.746;-122.231;2015-01;610000;1.0;Four;Three;29539;2600;False;;2600;1994;False;;3;0;False;8
98028;47.7461;-122.247;2014-12;495000;1.0;Three;Three;14861;2430;True;900.0;1530;1988;False;;3;0;False;9
98028;47.7465;-122.231;2014-07;740000;2.0;Four;Three;8000;3050;False;;3050;2007;False;;3;0;False;9
98028;47.7466;-122.249;2015-03;448500;2.0;Three;Two;7943;1830;False;;1830;1985;False;;3;0;False;8
98028;47.7466;-122.242;2015-04;590000;2.0;Four;Four;15842;3100;True;700.0;2400;1996;False;;3;0;False;8
98028;47.7466;-122.241;2014-05;563000;2.0;Four;Three;15480;3100;True;700.0;2400;1996;False;;3;0;False;8
98028;47.747;-122.248;2014-09;500000;2.0;Three;Two;7447;2010;False;;2010;1985;False;;3;0;False;8
98028;47.7471;-122.247;2014-08;520000;2.0;Four;Three;8798;2280;False;;2280;1987;False;;4;0;False;8
98028;47.7473;-122.261;2015-03;680000;1.0;Four;One;12137;2200;True;560.0;1640;1956;False;;4;4;False;8
98028;47.7473;-122.257;2014-07;747500;2.0;Four;Two;18600;2350;False;;2350;1977;False;;4;0;False;9
98028;47.7473;-122.23;2014-12;650000;2.0;Four;Three;4500;3700;False;;3700;2007;False;;3;0;False;9
98028;47.7474;-122.235;2015-04;425000;1.0;Four;Two;16785;1910;True;800.0;1110;1981;False;;4;0;False;7
98028;47.7477;-122.236;2015-03;585000;2.0;Four;Three;5612;2820;False;;2820;2007;False;;3;0;False;9
98028;47.7477;-122.232;2014-07;272925;1.5;Two;One;5728;1280;False;;1280;1941;False;;5;0;False;6
98028;47.7478;-122.247;2015-04;510000;1.0;Three;Three;8133;1830;True;440.0;1390;1996;False;;3;0;False;8
98028;47.7482;-122.244;2014-08;459000;1.0;Five or more;Three;12987;2650;True;1300.0;1350;1979;False;;4;0;False;7
98028;47.7484;-122.237;2015-04;470500;1.0;Four;Two;14000;2070;True;350.0;1720;1958;False;;3;0;False;7
98028;47.7486;-122.249;2015-03;319900;1.0;Two;One;9251;1380;False;;1380;1940;False;;3;0;False;7
98028;47.7486;-122.23;2015-04;330000;1.0;Three;Three;13959;2420;True;680.0;1740;1988;False;;4;0;False;8
98028;47.7489;-122.236;2014-07;396000;1.0;Four;Two;12409;1970;True;750.0;1220;1968;False;;4;0;False;7
98028;47.7494;-122.237;2014-08;250000;1.0;Two;One;11835;950;False;;950;1932;False;;3;0;False;5
98028;47.7494;-122.236;2014-12;424500;1.0;Four;Two;6985;1830;True;750.0;1080;1967;False;;3;0;False;7
98028;47.7497;-122.245;2015-03;646000;2.0;Three;Three;6413;2460;False;;2460;2004;False;;3;0;False;9
98028;47.75;-122.245;2015-04;455000;1.0;Three;One;17239;2400;True;510.0;1890;1940;False;;4;0;False;7
98028;47.75;-122.234;2014-07;431000;2.0;Three;Three;12677;1710;False;;1710;1996;False;;3;0;False;8
98028;47.7507;-122.237;2015-03;450000;1.0;Three;One;36831;1160;False;;1160;1938;False;;3;0;False;7
98028;47.7508;-122.239;2015-05;554990;2.0;Three;Three;6092;2100;False;;2100;2013;False;;3;0;False;8
98028;47.7516;-122.237;2015-01;615000;2.0;Four;Two;34000;2650;False;;2650;1930;False;;4;0;False;7
98028;47.7517;-122.233;2015-03;1127500;2.0;;Three;24700;3870;True;1350.0;2520;1989;False;;3;0;False;10
98028;47.7517;-122.225;2015-04;925000;2.0;Four;Four;13058;3770;False;;3770;1983;False;;4;0;False;8
98028;47.752;-122.253;2015-03;347000;2.0;Two;Two;2162;1315;False;;1315;1974;False;;4;0;False;8
98028;47.7525;-122.244;2015-04;273000;2.0;Two;Two;1822;1384;False;;1384;1990;False;;3;0;False;7
98028;47.7526;-122.244;2014-09;249000;2.0;Two;Two;1357;1090;False;;1090;1990;False;;3;0;False;7
98028;47.7527;-122.244;2014-06;243000;2.0;Two;Two;1758;1068;False;;1068;1990;False;;3;0;False;7
98028;47.7528;-122.252;2015-04;410000;2.0;Two;Two;2128;1660;False;;1660;1974;False;;4;0;False;8
98028;47.753;-122.252;2014-07;409000;2.0;Two;Two;2128;1640;False;;1640;1974;False;;4;0;False;8
98028;47.753;-122.244;2014-12;207000;2.0;Two;Two;1158;1068;False;;1068;1990;False;;3;0;False;7
98028;47.753;-122.244;2015-02;239950;2.0;Two;Two;1452;1068;False;;1068;1990;False;;3;0;False;7
98028;47.7532;-122.244;2014-11;240000;2.0;Two;Two;1263;1078;False;;1078;1990;False;;3;0;False;7
98028;47.7552;-122.229;2014-08;415000;1.0;Three;One;19210;2020;True;260.0;1760;1949;False;;3;0;False;6
98028;47.7557;-122.237;2014-07;450000;1.0;Four;Two;23899;2390;True;640.0;1750;1949;False;;3;0;False;7
98028;47.7558;-122.229;2014-05;310000;1.5;Three;One;19901;1430;False;;1430;1927;False;;4;0;False;7
98028;47.757;-122.228;2015-04;630000;2.0;Five or more;Four;8309;4060;True;1100.0;2960;2001;False;;3;0;False;9
98028;47.7572;-122.228;2015-04;325000;1.0;Four;Two;9993;1370;False;;1370;1918;False;;3;0;False;6
98028;47.7588;-122.27;2014-12;600000;1.0;Three;Two;12682;2300;False;;2300;1955;False;;3;2;False;8
98028;47.759;-122.269;2015-01;769000;1.0;Five or more;Two;13138;3320;True;1420.0;1900;1964;False;;4;2;False;9
98028;47.7592;-122.23;2014-08;480000;1.0;Three;Two;67269;2100;True;880.0;1220;1949;False;;4;0;False;7
98028;47.7595;-122.23;2014-06;375000;1.0;Three;Two;22470;1160;False;;1160;1976;False;;4;0;False;7
98028;47.7596;-122.269;2015-04;439000;1.0;Four;Three;17279;2800;True;1240.0;1560;1957;False;;3;2;False;7
98028;47.7597;-122.263;2014-10;480000;1.0;Five or more;Two;21562;1760;True;200.0;1560;1959;False;;3;1;False;8
98028;47.7597;-122.263;2015-04;647500;1.0;Five or more;Two;21562;1760;True;200.0;1560;1959;False;;3;1;False;8
98028;47.7598;-122.255;2015-02;350000;1.0;Two;One;5820;720;False;;720;1950;False;;5;1;False;6
98028;47.7599;-122.233;2015-02;533000;2.0;Four;Three;6394;2590;False;;2590;2003;False;;3;0;False;8
98028;47.7604;-122.235;2015-03;590000;2.0;Three;Three;5788;2830;False;;2830;2001;False;;3;0;False;9
98028;47.7605;-122.267;2014-09;650000;1.0;Three;Three;11575;2690;True;560.0;2130;1957;False;;3;3;False;8
98028;47.7605;-122.258;2015-02;590000;1.5;Four;Two;12970;2990;True;1030.0;1960;1948;False;;4;2;False;7
98028;47.7605;-122.234;2014-05;551000;2.0;Three;Three;5802;2830;False;;2830;2001;False;;3;0;False;9
98028;47.7607;-122.233;2015-03;390000;2.0;Three;Two;4539;1490;False;;1490;2009;False;;3;0;False;7
98028;47.7608;-122.232;2014-06;415500;2.0;Four;Three;4779;1750;False;;1750;2009;False;;3;0;False;7
98028;47.7609;-122.26;2014-09;450000;1.0;Three;Three;10208;2820;True;1410.0;1410;1954;False;;4;1;False;8
98028;47.761;-122.232;2014-06;400000;2.0;Three;Two;4706;1450;False;;1450;2009;False;;3;0;False;7
98028;47.7611;-122.233;2014-05;365250;2.0;Three;Two;4522;1490;False;;1490;2009;False;;3;0;False;7
98028;47.7611;-122.233;2014-09;382000;2.0;Three;Two;4667;1450;False;;1450;2009;False;;3;0;False;7
98028;47.7612;-122.234;2015-04;250000;1.0;Three;Two;9848;1170;False;;1170;1963;False;;3;0;False;7
98028;47.7612;-122.229;2015-03;481000;1.0;Four;Three;9869;2480;True;1240.0;1240;1963;False;;4;0;False;8
98028;47.7614;-122.229;2014-09;374950;1.0;Three;Three;11562;2540;True;1250.0;1290;1964;False;;3;1;False;8
98028;47.7618;-122.261;2014-11;770000;2.0;Four;Three;26300;3820;True;970.0;2850;2014;False;;3;0;False;9
98028;47.7618;-122.253;2014-09;396000;1.0;Five or more;Three;12253;2840;True;1420.0;1420;1960;False;;3;0;False;7
98028;47.7619;-122.268;2015-04;735000;1.0;Three;Two;11520;2250;False;;2250;1956;False;;3;1;False;8
98028;47.7622;-122.263;2014-05;330000;1.0;Four;One;13372;1360;False;;1360;1955;False;;3;0;False;7
98028;47.7623;-122.256;2014-10;399000;1.0;Three;Two;12473;1880;True;460.0;1420;1958;False;;3;0;False;8
98028;47.7623;-122.256;2014-05;385000;1.0;Three;Two;9630;1490;False;;1490;1959;False;;4;0;False;8
98028;47.7624;-122.26;2014-08;415000;1.0;Three;Two;9003;1860;True;370.0;1490;1955;False;;3;0;False;7
98028;47.7627;-122.245;2014-06;380000;1.0;Four;Two;20181;2150;True;1060.0;1090;1963;False;;3;0;False;7
98028;47.7628;-122.244;2014-09;375000;2.0;Four;Three;9428;1900;False;;1900;1978;False;;3;0;False;8
98028;47.7629;-122.268;2014-05;438000;1.0;Three;Two;12940;1650;False;;1650;1961;False;;4;0;False;7
98028;47.7633;-122.262;2014-08;390000;2.0;Three;Two;5737;2360;False;;2360;2003;False;;3;0;False;8
98028;47.7633;-122.243;2014-11;432000;2.0;Three;Three;9812;1920;False;;1920;2000;False;;3;0;False;8
98028;47.7635;-122.263;2014-09;400000;1.0;Four;Two;11026;2150;False;;2150;1952;False;;4;0;False;7
98028;47.7635;-122.262;2014-05;310000;1.0;Three;One;9876;1050;False;;1050;1953;False;;3;0;False;7
98028;47.7635;-122.262;2014-07;375000;1.0;Three;One;10798;1520;False;;1520;1953;False;;3;0;False;7
98028;47.7637;-122.266;2015-04;160000;1.0;Two;One;23030;1140;False;;1140;1980;False;;3;0;False;8
98028;47.7638;-122.27;2015-01;440000;1.0;Four;Two;10200;2180;True;180.0;2000;1966;False;;3;2;False;8
98028;47.7638;-122.265;2014-06;560000;1.0;Four;Three;16360;2480;True;970.0;1510;1959;False;;5;0;False;7
98028;47.7639;-122.234;2014-07;230000;1.0;Three;One;15000;1040;False;;1040;1941;False;;3;0;False;6
98028;47.764;-122.262;2015-01;435000;2.0;Four;Three;10125;2060;True;500.0;1560;1979;False;;4;0;False;7
98028;47.7641;-122.265;2014-09;362000;1.0;Three;One;10125;1290;False;;1290;1956;False;;4;0;False;7
98028;47.7642;-122.264;2014-12;387846;1.0;Four;Two;15205;2520;True;480.0;2040;1954;False;;4;0;False;7
98028;47.7642;-122.234;2014-10;420000;1.0;Two;One;112384;960;False;;960;1955;False;;3;0;False;7
98028;47.7646;-122.267;2014-06;545000;1.0;Five or more;Three;17240;2730;True;1070.0;1660;1958;False;;5;0;False;7
98028;47.7647;-122.263;2014-10;434000;1.0;Three;Two;8301;1660;False;;1660;1955;False;;5;0;False;7
98028;47.7649;-122.253;2014-06;480000;2.0;Four;Three;9664;2440;True;550.0;1890;1981;False;;3;0;False;8
98028;47.7651;-122.246;2014-05;445000;1.0;Three;Three;24318;1970;False;;1970;2010;False;;3;0;False;8
98028;47.7655;-122.244;2014-06;400000;1.0;Three;Two;10731;1530;False;;1530;1986;False;;3;0;False;7
98028;47.7661;-122.262;2014-11;430000;1.0;Three;Two;12480;2350;True;750.0;1600;1981;False;;3;0;False;7
98028;47.7663;-122.234;2014-05;475000;1.5;;Three;117612;3470;False;;3470;1924;False;;3;0;False;7
98028;47.7663;-122.228;2014-08;450000;1.0;Three;Two;61419;1540;False;;1540;1967;False;;3;0;False;7
98028;47.7664;-122.262;2015-03;433000;1.0;Three;Two;8565;2160;True;430.0;1730;1971;False;;3;0;False;8
98028;47.7666;-122.265;2015-05;480000;1.0;Three;Two;21375;2920;True;1070.0;1850;1961;False;;3;0;False;8
98028;47.7668;-122.27;2014-07;470000;2.0;Four;Two;17199;2380;True;850.0;1530;1979;False;;3;0;False;8
98028;47.7668;-122.243;2015-04;402500;2.0;Three;Two;9540;2160;False;;2160;1979;False;;3;0;False;8
98028;47.7669;-122.268;2014-08;550000;1.0;Four;Three;13113;2760;True;1000.0;1760;1974;False;;4;0;False;8
98028;47.7669;-122.268;2015-01;485000;1.0;Three;Three;12350;2650;True;1180.0;1470;1975;False;;4;0;False;7
98028;47.7671;-122.263;2014-08;499000;2.0;Three;Two;9600;3010;True;600.0;2410;1978;False;;3;0;False;8
98028;47.7675;-122.267;2014-06;385000;1.0;Three;Two;11500;1710;True;500.0;1210;1978;False;;3;0;False;7
98028;47.7675;-122.261;2015-02;446500;1.0;Four;Three;7920;3060;True;1250.0;1810;1974;False;;3;0;False;8
98028;47.7678;-122.254;2014-06;603500;1.0;Four;Three;9734;4060;True;1910.0;2150;1977;False;;3;4;False;9
98028;47.7678;-122.237;2014-05;557000;2.0;Four;Three;4500;2840;False;;2840;2012;False;;3;0;False;8
98028;47.7679;-122.261;2015-03;595000;1.0;Five or more;Three;6750;3740;True;1760.0;1980;1978;False;;4;0;False;8
98028;47.768;-122.259;2015-04;580000;1.0;Three;Three;9752;2650;False;;2650;1989;False;;3;0;False;9
98028;47.768;-122.251;2014-09;599000;1.0;Four;Five or more;11000;3700;True;1860.0;1840;1962;False;;4;0;False;7
98028;47.7681;-122.266;2014-07;230000;1.0;Three;One;6195;1240;False;;1240;1948;False;;3;0;False;6
98028;47.7682;-122.261;2014-09;512500;2.0;Four;Two;6900;2200;False;;2200;1975;False;;4;0;False;8
98028;47.7683;-122.252;2014-05;409500;1.0;Four;Three;13000;2140;True;820.0;1320;1968;False;;3;0;False;7
98028;47.7684;-122.254;2014-10;490000;1.0;Four;Three;9627;2650;True;1040.0;1610;1976;False;;4;3;False;8
98028;47.7685;-122.257;2015-04;625000;2.0;Four;Two;9935;3230;False;;3230;1986;False;;3;0;False;8
